ID,Crop_ICP_Run,Crop_ICP_Run_Se,Latitude,Longitude,Altitude,LocationPrecision,SamplingStart,SamplingEnd,Crop,GrainSource,Site,Ag_grain,Al_grain,As_grain,B_grain,Ba_grain,Be_grain,Ca_grain,Cd_grain,Co_grain,Cr_grain,Cs_grain,Cu_grain,Fe_grain,K_grain,Li_grain,Mg_grain,Mn_grain,Mo_grain,Ni_grain,P_grain,Pb_grain,Rb_grain,S_grain,Se_grain,Sr_grain,Tl_grain,U_grain,V_grain,Zn_grain,Al_Oxa,Al_Sol_Ca,Al_Tot_Aqu,As_Tot_Aqu,Ba_Sol_Ca,C_inorg,C_org,C_tot,Ca_CEC,Ca_Tot_Aqu,Cd_DTPA,Cd_Sol_Ca,Cd_Tot_Aqu,Co_DTPA,Co_Sol_Ca,Co_Tot_Aqu,Cr_Tot_Aqu,Cu_DTPA,Cu_Sol_Ca,Cu_Tot_Aqu,eCEC,Fe_DTPA,Fe_Oxa,Fe_Sol_Ca,Fe_Tot_Aqu,K_CEC,K_Sol_Ca,K_Tot_Aqu,Mg_CEC,Mg_Sol_Ca,Mg_Tot_Aqu,Mn_DTPA,Mn_Oxa,Mn_Sol_Ca,Mn_Tot_Aqu,Mo_Sol_Ca,Mo_Tot_Aqu,N_pct,Na_CEC,Na_Sol_Ca,Na_Tot_Aqu,Ni_DTPA,Ni_Sol_Ca,Ni_Tot_Aqu,P_Olsen,P_Oxa,P_Sol_Ca,P_Tot_Aqu,Pb_DTPA,Pb_Sol_Ca,Pb_Tot_Aqu,PBI,pH_CaNO,pH_w,S_Ads_Seq,S_Org_Seq,S_Sol_Seq,S_Tot_Aqu,Se_Ads_Seq,Se_Org_Seq,Se_Sol_Seq,Se_Tot_Aqu,Ti_Tot_Aqu,U_Sol_Ca,Zn_DTPA,Zn_E,Zn_LogKd,Zn_Sol_Ca,Zn_Tot_Aqu
MWI0142,7,5,-16.47017239,35.18585572,35,5,24/04/2018,24/04/2018,Rice,Store,Main,NA,49.534,0.021,NA,1.196,NA,95.399,NA,0.133,NA,NA,3.546,55.251,3198.617,NA,1510.412,24.026,1.298,0.828,3096.954,NA,0.45,2233.73564,0.19612,0.798,NA,NA,0.397,23.256,1877.65167,0.02591,40276.02214,1.21043,5.65818,0.0186,1.7624,1.781,14.56712,10392.81972,0.02369,0.00017,0.09615,0.11723,0.00035,33.8078,62.00017,3.36869,0.01267,47.88991,31.49882,38.854,6253.79703,0.00938,61251.17072,0.60607,95.82079,5953.18991,8.96871,397.24991,9909.36376,24.77188,969.52216,0.00405,1215.09599,0.0076,0.76869,0.1123,6.55457,1294.25239,2226.3074,1.15737,0.00761,39.38648,48.4272,797.24576,0.89069,1816.27049,0.32964,0.00022,5.73837,159.73184,6.96,8.07,1.58163,86.8588,75.32942,208.97571,25.66569,285.19901,16.48127,0.86698,2961.96499,0.00018,1.47287,14.59131,3.85275,0.0079,88.15918
MWI0143,7,5,-16.40648757,35.24110327,149,5,24/04/2018,24/04/2018,Maize,Store,Main,NA,7.006,NA,NA,0.422,NA,59.908,NA,NA,NA,NA,5.955,18.256,4057.795,NA,1048.942,4.339,0.496,NA,2620.865,NA,2.697,2442.44985,0.77332,0.506,NA,NA,0.287,18.682,1338.13922,0.00898,23084.44534,0.15958,NA,0,0.7956,0.7956,12.61052,4103.44052,0.00683,0.00024,0.03766,0.09285,0.00025,14.64606,39.8313,2.18315,0.00498,51.10333,17.35596,16.78975,2881.14063,0.01689,41905.79942,0.1366,32.70141,976.54737,4.34001,292.92348,6355.04455,14.62308,389.97972,0.09223,626.48153,0.00072,0.21778,0.0454,0.08584,14.98619,249.22914,0.38953,0.01945,19.1832,14.2776,82.91478,0.36375,351.49351,0.07229,0.00012,2.94782,64.0985,5.84,6.65,0.50492,47.45065,1.5491,38.04177,7.17115,193.03376,3.21677,0.43568,1047.59901,0,1.19731,4.34901,3.13787,0.02216,53.43021
MWI0144,1,1,-16.18425981,35.13140989,794,5,24/04/2018,24/04/2018,Maize,Standing crop,Close pair,NA,1.329,NA,NA,0.327,NA,46.372,NA,0.065,NA,NA,1.775,15.545,3388.384,NA,939.68,4.277,1.304,0.279,2346.143,NA,1.96,1057.13904,0.0303,0.358,NA,NA,0.086,21.872,2435.17863,0.07229,62037.54604,0.17597,NA,0,1.214,1.214,6.0994,1252.15543,0.003,0.00029,0.01581,0.84485,0.00128,39.31894,157.48833,2.65367,0.0111,86.36208,9.58068,8.50995,2125.63963,0.00482,86096.81197,0.47625,139.97027,975.76587,2.53844,198.96582,2072.84219,43.53408,834.88505,1.17195,1182.66342,0.00001,0.06224,0.0997,0.04851,6.83387,78.76973,0.31316,0.05019,63.53883,3.4,NA,0.0318,323.05311,0.13254,0.00013,6.28644,127.39046,5.3,5.91,NA,28.01533,0.82194,69.34426,6.89042,224.12214,7.71516,0.22149,1705.91778,0,1.33907,4.35706,2.4989,0.09865,52.07955
MWI0145,1,1,-16.19051803,35.1863272,748,5,24/04/2018,24/04/2018,Maize,Store,Main,NA,13.817,NA,NA,0.326,NA,46.042,NA,0.022,NA,NA,1.932,28.792,3384.968,NA,1042.408,4.717,NA,0.207,2371.979,NA,2.59,1191.72849,0.02166,0.263,NA,NA,0.116,23.941,1062.97737,0.3943,19387.03716,0.06866,NA,0,0.9688,0.9688,2.29877,419.30341,0.00507,0.00115,0.02085,0.8832,0.00797,19.33571,45.24146,2.15186,0.01324,32.09102,3.56019,16.22449,981.29267,0.00744,42211.37767,0.39395,128.11739,550.06245,0.77637,89.04575,828.32089,68.29826,630.27942,9.4643,843.18074,0.00001,0.14085,0.0764,0.04095,6.93176,52.11608,0.4178,0.0964,16.90054,1.46,NA,0.03638,109.78827,0.15996,0.00016,3.66085,42.89674,4.97,6,NA,7.98257,3.53812,69.68062,6.4434,129.73385,9.08923,0.15518,1150.59445,0.00001,0.6978,1.57645,1.77606,0.17297,21.47527
MWI0146,5,4,-11.83162127,34.16150585,472,5,24/04/2018,24/04/2018,Maize,Store,Main,NA,6.662,NA,NA,0.112,NA,56.561,NA,NA,NA,NA,2.128,15.613,4770.291,NA,1006.113,5.479,0.503,NA,2977.129,NA,6.176,1792.67559,0.0374,0.25,NA,NA,0.229,24.808,893.51732,8.91128,11832.87036,0.03993,0.54408,0,0.342,0.342,0.09116,17.2625,0.00022,0.0063,0.00362,0.01236,0.04457,1.36022,7.22497,0.06908,0.00557,3.72191,0.96709,4.96259,203.04057,0.4552,5699.50597,0.02434,14.70359,403.97326,0.01709,4.3087,218.47285,1.70218,21.4276,3.187,118.26381,NA,0.01456,0.0286,0.01525,2.07727,26.40795,0.00763,0.01759,3.34372,3.2039,NA,0.11562,75.36059,0.3669,0.00919,5.96376,38.32676,4.79,5.09,2.12731,16.04057,0.99505,18.79832,2.94043,54.46562,0.96079,0.16098,585.39157,0.00025,0.14403,0.36026,1.29886,0.07709,10.20365
MWI0147,7,5,-13.25544841,34.1796748,572,5,25/04/2018,25/04/2018,Maize,Standing crop,Close pair,NA,47.26,0.01,NA,0.408,NA,54.366,NA,0.018,NA,NA,1.362,41.558,3156.678,NA,949.31,5.895,0.474,NA,1865.793,NA,3.442,1908.77797,0.00587,0.409,NA,NA,0.431,22.634,1482.50161,0.01257,28266.28627,0.33159,22.61802,0,1.101,1.101,3.6411,958.71113,0.00446,0.00014,0.00483,0.18002,0.0004,8.27652,27.12839,0.49173,0.00476,12.06247,3.2453,10.4468,1146.59556,0.00556,26728.20921,0.26104,208.75412,3268.23192,0.8986,140.1157,2557.02337,23.87818,346.83772,0.01798,512.23362,0.00023,0.16944,0.0777,0.03237,4.01724,58.24538,0.07524,0.00981,9.20965,3.23517,66.28481,0.12094,215.45065,0.24659,0.00009,4.75967,40.23291,5.52,6.11,1.70843,57.06378,1.69345,70.00892,2.90197,104.40855,1.5582,0.36671,843.82051,0.00001,0.38505,8.78242,2.97255,0.05017,28.94727
MWI0148,5,4,-11.79390576,34.14377804,503,5,24/04/2018,24/04/2018,Maize,Standing crop,Close pair,NA,NA,NA,NA,1.324,NA,38.865,NA,NA,NA,NA,2.899,NA,4808.551,NA,1465.074,6.979,0.163,0.261,2766.242,NA,5.51,2357.31297,0.02112,0.394,NA,NA,0.227,28.788,1205.52678,0.04915,28410.79138,0.19881,NA,0,1.432,1.432,2.37319,572.06598,0.00443,0.00056,0.01036,0.09701,0.00322,7.59337,40.56528,0.24854,0.00158,13.83314,6.27949,8.97161,698.06718,0.00776,24403.81042,0.83347,273.99177,4718.0313,2.53881,208.27838,3842.17233,35.53698,393.35713,12.07119,647.0917,0.00007,0.09998,0.1134,0.03153,5.14762,41.31459,0.10764,0.00666,15.76884,3.07402,NA,0.00596,177.84338,1.21299,0.00021,14.45808,73.0369,5.67,5.96,1.97644,52.60926,3.03644,87.84606,5.67956,165.21392,3.15211,0.41909,1086.60134,0.00005,0.67135,2.25365,2.68322,0.02766,41.84261
MWI0149,7,5,-13.42813997,34.25259518,508,5,25/04/2018,25/04/2018,Maize,Standing crop,Close pair,NA,10.298,NA,NA,0.27,NA,43.486,NA,0.018,NA,NA,1.797,24.641,3652.609,NA,1172.114,5.02,0.193,NA,2569.308,NA,2.077,2204.83284,NA,0.47,NA,NA,0.32,21.54,1995.83181,0.03509,42252.59028,0.20895,20.5432,0,2.193,2.193,12.8579,4046.87405,0.0043,0.00017,0.02365,0.18517,0.00031,11.12326,37.07457,1.65962,0.00528,29.96984,19.93577,30.64472,4167.97544,0.00702,41320.99535,0.35067,86.82045,470.20824,5.88969,333.0052,2194.97648,12.81847,265.56773,0.16121,429.44815,0.00007,0.1834,0.1405,0.11565,18.36725,170.00092,0.48792,0.01569,16.47999,3.78855,67.80408,0.05751,203.46297,0.20012,0.00012,3.09333,97.80526,5.52,6.12,4.14481,115.83007,2.37117,149.74185,1.30826,86.98453,0.30196,0.33474,1189.62743,0,0.73103,3.40733,2.79837,0.02988,30.00193
MWI0150,7,5,-16.36225359,35.14152157,316,6,25/04/2018,25/04/2018,Sorghum,Standing crop,Main,NA,9.501,0.01,NA,0.444,NA,174.685,NA,0.036,NA,0.077,2.903,33.772,4128.676,NA,1755.398,14.183,1.172,0.876,2843.858,NA,7.673,2063.35419,0.03006,1.055,NA,NA,0.3,20.877,1710.29514,0.00647,34812.92109,0.42824,NA,0,0.94,0.94,15.20505,10952.61899,0.00617,0.00014,0.04085,0.17961,0.00048,30.09969,98.86599,0.93577,0.00849,57.60134,20.41305,15.31708,3224.48864,0.01592,70357.59828,0.23129,47.59526,2650.83431,4.63785,315.0162,9952.90835,16.76523,365.59718,0.03492,897.47612,0.00084,0.08024,0.0726,0.05137,9.3801,1118.38487,0.66457,0.02159,52.91779,11.7288,228.22022,0.23956,566.27138,0.04619,0.00031,3.00696,65.58798,6.02,6.78,0.61926,50.90302,1.66242,59.71226,4.23573,111.30713,2.07145,0.45429,2857.91376,0.00001,0.24927,6.17657,3.52862,0.01255,54.47619
MWI0151,7,5,-13.42644016,34.26686126,486,5,25/04/2018,25/04/2018,Maize,Standing crop,Close pair,NA,2.623,0.009,NA,0.358,NA,39.198,NA,0.029,NA,NA,1.778,NA,4350.586,NA,1311.902,5.894,0.089,NA,2939.122,NA,10.138,2048.55757,NA,0.398,NA,NA,0.325,25.444,1424.71469,0.06663,33299.57214,0.40115,22.9489,0,0.8815,0.8815,5.00351,1583.19234,0.00285,0.0003,0.03432,0.23434,0.00054,5.7056,35.52468,0.93753,0.00419,20.2817,8.99866,16.98441,1797.19807,0.00453,37228.48553,0.355,102.09994,1376.43372,3.55621,234.85878,1896.9014,13.91833,485.37193,0.39666,674.68022,0.00003,0.23401,0.0712,0.06569,10.2244,112.0815,0.36032,0.02913,17.43318,3.15003,55.29464,0.06056,197.47534,0.21017,0.00012,5.46621,68.45291,5.42,6.04,3.66637,63.75981,1.69191,64.07961,1.22051,43.14139,0.26026,0.4311,1077.01175,0,0.61751,2.33635,2.43813,0.04451,39.32338
MWI0152,3,2,-10.03974853,33.784356,792,5,26/04/2018,26/04/2018,Maize,Standing crop,Main,NA,NA,NA,NA,NA,NA,28.201,NA,0.023,0.17,NA,0.988,NA,3100.432,NA,776.655,2.989,0.568,0.138,1935.519,NA,1.843,1674.67198,0.00468,0.113,NA,NA,0.164,14.72,660.98343,0.03373,8746.32938,0.90976,16.54844,0.1486,0.4388,0.5874,2.29408,535.86217,0.00326,0.00025,0.00132,0.11564,0.00077,4.18939,14.2611,0.13763,0.00507,3.34684,3.32939,9.60259,499.43541,0.0103,9656.31874,0.22546,93.25858,859.2253,0.76119,75.07918,514.82346,16.75468,123.24986,0.05432,174.79241,0.00037,0.45284,0.0543,0.02498,2.68994,34.28243,0.1181,0.00874,5.25417,2.07273,NA,NA,115.69205,0.22519,0.00012,4.86199,18.6414,5.71,6.43,2.54564,32.13061,4.21711,49.87831,2.22124,51.53408,4.87005,0.12235,110.36946,0.00003,0.55159,1.90268,2.46209,0.0413,11.67028
MWI0153,5,4,-11.54189341,33.86422665,1530,5,26/04/2018,26/04/2018,Maize,Standing crop,Main,NA,7.453,NA,NA,0.468,NA,61.756,NA,NA,NA,0.003,1.779,NA,3769.887,NA,1070.18,3.5,0.105,NA,2203.592,NA,8.284,2073.07986,NA,0.322,NA,NA,0.238,18.277,2332.75524,0.3557,39333.28017,0.65313,17.54709,0,1.339,1.339,1.85203,527.08914,0.00526,0.00393,0.01264,0.12612,0.04426,10.10219,7.51382,0.30136,0.00599,7.48624,3.10683,8.96518,938.55853,0.01222,10136.26561,0.23512,93.67826,791.80075,0.51853,53.22143,548.87795,14.28908,517.34698,21.1221,609.12714,NA,0.20485,0.0852,0.03701,4.9515,36.05707,0.02115,0.01001,3.36477,6.73253,59.92088,0.10053,259.82594,3.00355,0.00478,42.86323,90.46552,5.66,5.97,2.90215,64.64052,1.78541,77.74362,4.19893,141.16167,2.0853,0.40724,211.15624,0.0001,60.48786,173.31074,1.4289,32.80095,317.03263
